image_id,blur_path,sharp_path,rl_path,blur_level,estimated_angle,estimated_kernel_length,blur_detection_count,rl_detection_count,sharp_detection_count,blur_avg_conf,rl_avg_conf,sharp_avg_conf,blur_runtime_sec,rl_runtime_sec,sharp_runtime_sec
286507,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000286507.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000286507.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\286507.jpg,medium_blur,-1.5000038146972656,9,1,1,1,0.8632217645645142,0.8022903203964233,0.8632217645645142,0.10835109999970882,0.09851239999989048,0.09316390000003594
23666,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000023666.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000023666.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\23666.jpg,high_blur,-87.0,9,1,1,1,0.6784647107124329,0.5392564535140991,0.6784647107124329,0.16430980000041018,0.10708200000044599,0.11270119999971939
108244,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000108244.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000108244.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\108244.jpg,high_blur,-45.0,9,2,3,2,0.6247331500053406,0.5399642586708069,0.6247331500053406,0.09133320000000822,0.10904209999989689,0.07946780000020226
92660,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000092660.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000092660.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\92660.jpg,medium_blur,-3.814697265625e-06,9,8,4,8,0.39061853289604187,0.3738839626312256,0.39061853289604187,0.10473989999991318,0.07914429999982531,0.08924990000014077
350003,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000350003.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000350003.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\350003.jpg,low_blur,-10.000007629394531,9,4,3,4,0.6609041690826416,0.4876542091369629,0.6609041690826416,0.12228549999963434,0.13109979999990173,0.11781780000001163
410487,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000410487.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000410487.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\410487.jpg,low_blur,-73.5,9,2,0,2,0.3302573561668396,0.0,0.3302573561668396,0.4665420000001177,0.08290539999961766,0.10653309999997873
127517,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000127517.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000127517.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\127517.jpg,low_blur,4.499996185302734,9,10,5,10,0.7695861458778381,0.7151734232902527,0.7695861458778381,0.27539969999997993,0.23211220000030153,0.2579318999996758
386879,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000386879.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000386879.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\386879.jpg,medium_blur,-45.0,9,2,2,2,0.7537484169006348,0.79439377784729,0.7537484169006348,0.18585480000001553,0.14877290000003995,0.12471189999996568
199442,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000199442.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000199442.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\199442.jpg,low_blur,5.5,9,2,1,2,0.7178491353988647,0.6370116472244263,0.7178491353988647,0.12535900000057154,0.12135769999986223,0.09654140000020561
128598,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000128598.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000128598.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\128598.jpg,high_blur,-40.500003814697266,9,13,12,13,0.48277461528778076,0.47277089953422546,0.48277461528778076,0.23843339999984892,0.22119519999978365,0.22322859999985667
109827,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000109827.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000109827.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\109827.jpg,low_blur,2.9999923706054688,9,1,1,1,0.8699029088020325,0.32308050990104675,0.8699029088020325,0.11376100000052247,0.09575549999954092,0.0922521999991659
353027,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000353027.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000353027.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\353027.jpg,high_blur,1.9999923706054688,9,1,2,1,0.3081390857696533,0.3745976686477661,0.3081390857696533,0.10074979999990319,0.1365114000000176,0.1188324000004286
131938,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000131938.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000131938.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\131938.jpg,medium_blur,59.0,9,2,2,2,0.48060548305511475,0.4024568200111389,0.48060548305511475,0.10715989999971498,0.07522379999954865,0.08590679999997519
74860,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000074860.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000074860.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\74860.jpg,high_blur,0.0,9,2,2,2,0.8291689157485962,0.8111695051193237,0.8291689157485962,0.08225840000068274,0.08178349999980128,0.08646249999947031
554838,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000554838.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000554838.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\554838.jpg,high_blur,45.0,9,4,4,4,0.6074013113975525,0.35508978366851807,0.6074013113975525,0.1721704999999929,0.16494700000021112,0.12587579999944865
57149,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000057149.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000057149.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\57149.jpg,medium_blur,0.9999923706054688,9,4,2,4,0.4855831265449524,0.6283823251724243,0.4855831265449524,0.13227090000054886,0.10550929999953951,0.13092859999960638
469828,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000469828.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000469828.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\469828.jpg,medium_blur,2.9999923706054688,9,1,2,1,0.8088564276695251,0.6166864633560181,0.8088564276695251,0.10157399999934569,0.12287849999938771,0.10974180000084743
35963,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000035963.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000035963.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\35963.jpg,low_blur,-45.0,9,2,0,2,0.6218750476837158,0.0,0.6218750476837158,0.22017440000036004,0.058347000000139815,0.05855789999986882
545730,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000545730.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000545730.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\545730.jpg,low_blur,-2.0000076293945312,9,8,6,8,0.6714414358139038,0.6158239245414734,0.6714414358139038,0.06275430000005144,0.06524999999965075,0.07253260000015871
54967,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000054967.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000054967.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\54967.jpg,low_blur,45.0,9,12,4,12,0.5089666843414307,0.4898827373981476,0.5089666843414307,0.1108154999992621,0.08538050000061048,0.11296940000011091
226130,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000226130.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000226130.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\226130.jpg,high_blur,-22.50000762939453,9,1,1,1,0.4781481921672821,0.5851380228996277,0.4781481921672821,0.10901359999934357,0.10070319999977073,0.1266750000004322
44260,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000044260.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000044260.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\44260.jpg,medium_blur,40.499996185302734,9,0,0,0,0.0,0.0,0.0,0.0985740000005535,0.23009749999982887,0.047297099999923375
563702,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000563702.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000563702.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\563702.jpg,low_blur,0.9999961853027344,9,5,1,5,0.5347436666488647,0.35280799865722656,0.5347436666488647,0.07015579999915644,0.05326160000004165,0.077413300000444
566042,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000566042.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000566042.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\566042.jpg,medium_blur,45.0,9,5,2,5,0.5429638624191284,0.6544280648231506,0.5429638624191284,0.12002399999983027,0.08719279999968421,0.1311390000000756
200961,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000200961.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000200961.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\200961.jpg,medium_blur,-12.500007629394531,9,4,4,4,0.6696312427520752,0.6394149661064148,0.6696312427520752,0.2050400999996782,0.15005160000055184,0.17734269999982644
290771,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000290771.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000290771.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\290771.jpg,low_blur,6.0,9,7,4,7,0.5277464985847473,0.5113711953163147,0.5277464985847473,0.09084549999988667,0.08118579999973008,0.0714509999997972
415716,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000415716.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000415716.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\415716.jpg,high_blur,-13.000007629394531,9,6,5,6,0.6132298111915588,0.5234553217887878,0.6132298111915588,0.15949080000063987,0.13931750000028842,0.15733600000021397
499622,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000499622.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000499622.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\499622.jpg,medium_blur,45.0,9,2,1,2,0.5619621872901917,0.7576397657394409,0.5619621872901917,0.3579258999998274,0.1395431999999346,0.14090820000001258
578093,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000578093.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000578093.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\578093.jpg,low_blur,14.499992370605469,9,1,1,1,0.8993894457817078,0.8479809165000916,0.8993894457817078,0.12323800000012852,0.14607359999990877,0.12282409999988886
240940,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000240940.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000240940.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\240940.jpg,low_blur,-86.5,9,4,3,4,0.5880341529846191,0.501062273979187,0.5880341529846191,0.15615059999981895,0.13227240000014717,0.16580480000084208
416745,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000416745.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000416745.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\416745.jpg,high_blur,-89.0,9,2,1,2,0.6598286628723145,0.8128502368927002,0.6598286628723145,0.17675559999952384,0.11364050000065617,0.13518050000038784
475779,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000475779.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000475779.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\475779.jpg,low_blur,45.0,9,1,1,1,0.9106959700584412,0.9083001613616943,0.9106959700584412,0.1278840000004493,0.1236256999991383,0.13973220000025321
2473,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000002473.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000002473.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\2473.jpg,medium_blur,2.4999923706054688,9,3,2,3,0.7519629001617432,0.6385835409164429,0.7519629001617432,0.15945389999978943,0.1481064999998125,0.14367220000076486
6771,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000006771.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000006771.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\6771.jpg,high_blur,-19.50000762939453,9,8,9,8,0.6331602931022644,0.5848078727722168,0.6331602931022644,0.2397080000000642,0.2374617000004946,0.20495370000026014
98497,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000098497.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000098497.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\98497.jpg,low_blur,22.999996185302734,9,3,0,3,0.41893601417541504,0.0,0.41893601417541504,0.175194499999634,0.09461920000012469,0.1480533000003561
453708,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000453708.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000453708.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\453708.jpg,high_blur,-20.50000762939453,9,10,6,10,0.5546251535415649,0.5582828521728516,0.5546251535415649,0.319598600000063,0.18428250000033586,0.1954148000004352
438876,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000438876.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000438876.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\438876.jpg,medium_blur,0.4999961853027344,9,3,3,3,0.7375800609588623,0.6577463150024414,0.7375800609588623,0.07215879999967001,0.0986365000007936,0.12684730000000854
537964,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000537964.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000537964.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\537964.jpg,low_blur,45.0,9,1,1,1,0.904327929019928,0.887213945388794,0.904327929019928,0.06395350000002509,0.10192340000048716,0.09793739999986428
365642,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000365642.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000365642.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\365642.jpg,high_blur,-11.500003814697266,9,9,5,9,0.4577459692955017,0.5509594082832336,0.4577459692955017,0.12803079999957845,0.07885290000012901,0.08106480000060401
307658,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000307658.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000307658.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\307658.jpg,low_blur,-45.0,9,1,1,1,0.8335311412811279,0.9161030054092407,0.8335311412811279,0.06386670000028971,0.0776095000001078,0.0684361000003264
535253,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000535253.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000535253.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\535253.jpg,high_blur,45.0,9,1,0,1,0.38905587792396545,0.0,0.38905587792396545,0.09251300000050833,0.08668779999970866,0.08516789999976027
537270,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000537270.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000537270.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\537270.jpg,high_blur,-45.0,9,10,10,10,0.5494241714477539,0.49515265226364136,0.5494241714477539,0.08935829999973066,0.1378420000000915,0.12295419999918522
284725,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000284725.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000284725.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\284725.jpg,low_blur,0.4999961853027344,9,6,3,6,0.5950083136558533,0.7488263249397278,0.5950083136558533,0.1238348999995651,0.08658039999954781,0.10190420000071754
329319,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000329319.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000329319.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\329319.jpg,medium_blur,-45.0,9,2,2,2,0.5122709274291992,0.5671481490135193,0.5122709274291992,0.10757580000063172,0.0715580999994927,0.08251300000029005
134689,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000134689.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000134689.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\134689.jpg,low_blur,45.0,9,1,2,1,0.8554895520210266,0.5689406394958496,0.8554895520210266,0.09037720000014815,0.08895839999968302,0.14288099999976112
356432,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000356432.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000356432.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\356432.jpg,medium_blur,-7.0,9,3,3,3,0.7770478129386902,0.763085126876831,0.7770478129386902,0.4404016999997111,0.08014029999958439,0.14430590000029042
130579,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000130579.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000130579.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\130579.jpg,medium_blur,-3.5000076293945312,9,2,3,2,0.9001741409301758,0.7090255618095398,0.9001741409301758,0.4569895999993605,0.10245469999972556,0.08789490000071964
17115,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000017115.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000017115.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\17115.jpg,low_blur,-45.0,9,2,2,2,0.9032115936279297,0.8615528345108032,0.9032115936279297,0.08496560000003228,0.06493589999990945,0.07652510000025359
190648,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000190648.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000190648.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\190648.jpg,high_blur,7.499992370605469,9,2,2,2,0.6906698942184448,0.6447781324386597,0.6906698942184448,0.07868839999991906,0.09051010000075621,0.09841770000002725
296317,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000296317.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000296317.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\296317.jpg,medium_blur,2.9999923706054688,9,5,2,5,0.48832201957702637,0.5764480829238892,0.48832201957702637,0.16175269999985176,0.06956819999959407,0.07091309999941586
275392,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000275392.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000275392.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\275392.jpg,medium_blur,45.0,9,2,2,2,0.8419432640075684,0.8439648151397705,0.8419432640075684,0.17819890000009764,0.11520019999989017,0.09667660000013711
509014,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000509014.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000509014.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\509014.jpg,medium_blur,2.9999923706054688,9,17,9,17,0.45704182982444763,0.4317656457424164,0.45704182982444763,0.35755779999999504,0.10861370000020543,0.11465190000035363
491867,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000491867.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000491867.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\491867.jpg,high_blur,-81.0,9,5,5,5,0.7142978310585022,0.6938762068748474,0.7142978310585022,0.05778879999979836,0.0653933000003235,0.06899959999918792
449312,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000449312.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000449312.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\449312.jpg,high_blur,-6.0,9,2,2,2,0.7889263033866882,0.6853517293930054,0.7889263033866882,0.0663445000000138,0.051924200000030396,0.07817890000023908
2149,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000002149.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000002149.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\2149.jpg,high_blur,0.0,13,3,1,3,0.6954427361488342,0.25343582034111023,0.6954427361488342,0.17909049999980198,0.127352499999688,0.15532050000001618
304180,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000304180.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000304180.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\304180.jpg,medium_blur,-1.0,9,5,2,5,0.6268014907836914,0.8932621479034424,0.6268014907836914,0.2568900999995094,0.16116240000064863,0.22383520000039425
384949,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000384949.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000384949.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\384949.jpg,low_blur,0.0,9,3,2,3,0.520458996295929,0.4924722909927368,0.520458996295929,0.2152047000008679,0.16462389999924198,0.13972349999949074
255912,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000255912.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000255912.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\255912.jpg,low_blur,-3.5000076293945312,9,2,0,2,0.27457308769226074,0.0,0.27457308769226074,0.6130301000002873,0.06778080000003683,0.0732122999997955
426836,C:\Users\User\comp6001_assignment1\data\raw\cocoblur\val2017\000000426836.jpg,C:\Users\User\comp6001_assignment1\data\raw\coco2017\val2017\000000426836.jpg,C:\Users\User\comp6001_assignment1\data\processed\coco_rl_restored\426836.jpg,low_blur,45.0,9,1,1,1,0.7017350196838379,0.2872404456138611,0.7017350196838379,0.07900999999947089,0.04613840000001801,0.05221239999991667
