image_id,blur_detection_count,rl_detection_count,sharp_detection_count,blur_avg_conf,rl_avg_conf,sharp_avg_conf,rl_detection_gain,rl_conf_gain
341681,3,3,3,0.7416305541992188,0.695808470249176,0.7416305541992188,0,-0.045822083950042725
400573,1,1,1,0.9305855631828308,0.9217782616615295,0.9305855631828308,0,-0.00880730152130127
41872,5,2,5,0.5565469264984131,0.6729457378387451,0.5565469264984131,-3,0.11639881134033203
7818,6,2,6,0.4166092574596405,0.3174634575843811,0.4166092574596405,-4,-0.0991457998752594
179392,0,2,0,0.0,0.39163511991500854,0.0,2,0.39163511991500854
190637,3,2,3,0.38283371925354004,0.4191036820411682,0.38283371925354004,-1,0.036269962787628174
244833,2,2,2,0.43239396810531616,0.3993414044380188,0.43239396810531616,0,-0.03305256366729736
514540,0,0,0,0.0,0.0,0.0,0,0.0
52413,6,2,6,0.5390651226043701,0.2561938762664795,0.5390651226043701,-4,-0.2828712463378906
25424,3,4,3,0.7329108119010925,0.5700133442878723,0.7329108119010925,1,-0.16289746761322021
110042,9,4,9,0.45340362191200256,0.5966493487358093,0.45340362191200256,-5,0.14324572682380676
157046,1,0,1,0.2785431742668152,0.0,0.2785431742668152,-1,-0.2785431742668152
524280,4,3,4,0.4037303924560547,0.3803216218948364,0.4037303924560547,-1,-0.02340877056121826
157138,3,3,3,0.47499385476112366,0.3545898497104645,0.47499385476112366,0,-0.12040400505065918
163951,1,2,1,0.2604881227016449,0.4750352203845978,0.2604881227016449,1,0.21454709768295288
129054,13,10,13,0.5600732564926147,0.49749597907066345,0.5600732564926147,-3,-0.0625772774219513
485972,3,2,3,0.6059795022010803,0.7937188148498535,0.6059795022010803,-1,0.1877393126487732
86956,4,3,4,0.747080385684967,0.8614718914031982,0.747080385684967,-1,0.1143915057182312
269121,2,2,2,0.7748186588287354,0.7591880559921265,0.7748186588287354,0,-0.015630602836608887
416837,1,1,1,0.7252111434936523,0.2728279232978821,0.7252111434936523,0,-0.45238322019577026
244019,1,1,1,0.9213150143623352,0.44679832458496094,0.9213150143623352,0,-0.47451668977737427
240023,9,5,9,0.5998559594154358,0.6777372360229492,0.5998559594154358,-4,0.07788127660751343
25057,3,4,3,0.8909143805503845,0.7463089227676392,0.8909143805503845,1,-0.14460545778274536
272148,5,3,5,0.3919371962547302,0.37297844886779785,0.3919371962547302,-2,-0.018958747386932373
161032,3,3,3,0.7704485058784485,0.7867343425750732,0.7704485058784485,0,0.016285836696624756
125936,5,2,5,0.7131267189979553,0.7434973120689392,0.7131267189979553,-3,0.030370593070983887
561335,0,1,0,0.0,0.6806228756904602,0.0,1,0.6806228756904602
20247,2,2,2,0.9021157622337341,0.8853904008865356,0.9021157622337341,0,-0.016725361347198486
263425,4,4,4,0.5300133228302002,0.5890271663665771,0.5300133228302002,0,0.05901384353637695
553094,1,1,1,0.9291660785675049,0.8827002644538879,0.9291660785675049,0,-0.04646581411361694
256407,1,0,1,0.28766581416130066,0.0,0.28766581416130066,-1,-0.28766581416130066
555050,10,3,10,0.5362131595611572,0.5906405448913574,0.5362131595611572,-7,0.054427385330200195
326248,16,10,16,0.605914831161499,0.5262089967727661,0.605914831161499,-6,-0.07970583438873291
364557,3,2,3,0.6960976123809814,0.8495064377784729,0.6960976123809814,-1,0.15340882539749146
491757,2,2,2,0.8498221635818481,0.7804208993911743,0.8498221635818481,0,-0.06940126419067383
359781,1,1,1,0.9357170462608337,0.9197648763656616,0.9357170462608337,0,-0.01595216989517212
226984,6,5,6,0.6032368540763855,0.5902725458145142,0.6032368540763855,-1,-0.012964308261871338
161642,1,2,1,0.8639447689056396,0.7895033359527588,0.8639447689056396,1,-0.07444143295288086
459809,6,1,6,0.3730904161930084,0.3562738597393036,0.3730904161930084,-5,-0.016816556453704834
469174,2,1,2,0.5976907014846802,0.831470251083374,0.5976907014846802,-1,0.23377954959869385
515077,10,6,10,0.5750519633293152,0.4895460903644562,0.5750519633293152,-4,-0.08550587296485901
411817,11,7,11,0.6809297204017639,0.5572235584259033,0.6809297204017639,-4,-0.1237061619758606
114871,1,0,1,0.3719693422317505,0.0,0.3719693422317505,-1,-0.3719693422317505
18150,3,3,3,0.6428757309913635,0.5396844744682312,0.6428757309913635,0,-0.10319125652313232
428867,5,6,5,0.7383209466934204,0.6530209183692932,0.7383209466934204,1,-0.0853000283241272
444879,1,1,1,0.8890807032585144,0.866356611251831,0.8890807032585144,0,-0.02272409200668335
567886,4,1,4,0.3885514736175537,0.3388890326023102,0.3885514736175537,-3,-0.04966244101524353
453001,5,4,5,0.5902138948440552,0.6973720192909241,0.5902138948440552,-1,0.1071581244468689
520659,8,3,8,0.3879854679107666,0.4184831380844116,0.3879854679107666,-5,0.03049767017364502
374083,4,2,4,0.6858622431755066,0.4653691053390503,0.6858622431755066,-2,-0.2204931378364563
344816,1,1,1,0.8122633695602417,0.8440816402435303,0.8122633695602417,0,0.031818270683288574
414676,0,0,0,0.0,0.0,0.0,0,0.0
334530,2,2,2,0.7219862937927246,0.6729463934898376,0.7219862937927246,0,-0.04903990030288696
297022,2,1,2,0.6059299111366272,0.8224198818206787,0.6059299111366272,-1,0.2164899706840515
165518,2,1,2,0.6855751872062683,0.7258338332176208,0.6855751872062683,-1,0.04025864601135254
453722,5,3,5,0.5577739477157593,0.6913588643074036,0.5577739477157593,-2,0.1335849165916443
544444,1,2,1,0.9271504878997803,0.6595188975334167,0.9271504878997803,1,-0.2676315903663635
570471,7,3,7,0.39412227272987366,0.3353706896305084,0.39412227272987366,-4,-0.058751583099365234
213605,5,3,5,0.5320039987564087,0.6353211402893066,0.5320039987564087,-2,0.10331714153289795
885,4,3,4,0.6667979955673218,0.7133342623710632,0.6667979955673218,-1,0.046536266803741455
335328,4,3,4,0.4828808307647705,0.3945293426513672,0.4828808307647705,-1,-0.08835148811340332
329323,15,11,15,0.4587351381778717,0.4314805865287781,0.4587351381778717,-4,-0.027254551649093628
425221,1,1,1,0.7625187635421753,0.8578708171844482,0.7625187635421753,0,0.09535205364227295
15079,3,2,3,0.5645142197608948,0.5361281037330627,0.5645142197608948,-1,-0.02838611602783203
241668,2,1,2,0.6150360703468323,0.7700278759002686,0.6150360703468323,-1,0.15499180555343628
363840,7,7,7,0.8162539601325989,0.6504855751991272,0.8162539601325989,0,-0.16576838493347168
98716,5,7,5,0.8121916055679321,0.4456513226032257,0.8121916055679321,2,-0.3665402829647064
133000,2,2,2,0.5430128574371338,0.3396661877632141,0.5430128574371338,0,-0.20334666967391968
15497,3,4,3,0.5465078949928284,0.4989313781261444,0.5465078949928284,1,-0.04757651686668396
416104,25,17,25,0.5886224508285522,0.5925631523132324,0.5886224508285522,-8,0.003940701484680176
125472,2,3,2,0.8403863906860352,0.6485317349433899,0.8403863906860352,1,-0.19185465574264526
183049,17,12,17,0.4243808686733246,0.39421042799949646,0.4243808686733246,-5,-0.030170440673828125
348481,7,1,7,0.5858274102210999,0.8041359782218933,0.5858274102210999,-6,0.21830856800079346
232489,2,1,2,0.4489412307739258,0.25017625093460083,0.4489412307739258,-1,-0.19876497983932495
396200,13,6,13,0.5009340047836304,0.6663587093353271,0.5009340047836304,-7,0.16542470455169678
207585,3,4,3,0.7132486701011658,0.5303754806518555,0.7132486701011658,1,-0.1828731894493103
311392,3,2,3,0.5427191853523254,0.51017826795578,0.5427191853523254,-1,-0.03254091739654541
351609,3,2,3,0.348796010017395,0.48927995562553406,0.348796010017395,-1,0.14048394560813904
53505,1,1,1,0.9088131189346313,0.9193461537361145,0.9088131189346313,0,0.010533034801483154
378605,3,4,3,0.6739923357963562,0.5949404239654541,0.6739923357963562,1,-0.0790519118309021
471087,2,1,2,0.8422794342041016,0.9330942630767822,0.8422794342041016,-1,0.09081482887268066
404922,4,5,4,0.8415684700012207,0.684805691242218,0.8415684700012207,1,-0.15676277875900269
30494,1,1,1,0.8369072079658508,0.8000561594963074,0.8369072079658508,0,-0.03685104846954346
199236,19,9,19,0.4707533121109009,0.4985402822494507,0.4707533121109009,-10,0.027786970138549805
536947,3,4,3,0.5209797024726868,0.3394366204738617,0.5209797024726868,1,-0.18154308199882507
334521,0,0,0,0.0,0.0,0.0,0,0.0
223789,1,2,1,0.5658264756202698,0.4291762113571167,0.5658264756202698,1,-0.13665026426315308
9914,2,1,2,0.4585244059562683,0.3471704125404358,0.4585244059562683,-1,-0.11135399341583252
324614,1,1,1,0.9275693297386169,0.933883011341095,0.9275693297386169,0,0.006313681602478027
413689,9,7,9,0.5898038148880005,0.5968855619430542,0.5898038148880005,-2,0.007081747055053711
427055,4,1,4,0.431769460439682,0.6642725467681885,0.431769460439682,-3,0.23250308632850647
424721,3,2,3,0.35519179701805115,0.4966661334037781,0.35519179701805115,-1,0.14147433638572693
60507,9,3,9,0.5091850757598877,0.5629763007164001,0.5091850757598877,-6,0.05379122495651245
216739,1,1,1,0.9476468563079834,0.9357544183731079,0.9476468563079834,0,-0.011892437934875488
80022,3,3,3,0.8303380012512207,0.6257256269454956,0.8303380012512207,0,-0.2046123743057251
441247,11,7,11,0.5921697616577148,0.5522502064704895,0.5921697616577148,-4,-0.03991955518722534
457884,3,3,3,0.9056515693664551,0.8617432713508606,0.9056515693664551,0,-0.04390829801559448
543043,2,1,2,0.6367833614349365,0.9508846998214722,0.6367833614349365,-1,0.31410133838653564
231508,9,2,9,0.5364980101585388,0.5784615278244019,0.5364980101585388,-7,0.04196351766586304
129492,9,8,9,0.5235040783882141,0.49242672324180603,0.5235040783882141,-1,-0.03107735514640808
97585,9,8,9,0.4727118909358978,0.4325082004070282,0.4727118909358978,-1,-0.04020369052886963
324715,3,3,3,0.7213111519813538,0.7053132057189941,0.7213111519813538,0,-0.01599794626235962
445792,2,2,2,0.4503284990787506,0.42136701941490173,0.4503284990787506,0,-0.028961479663848877
507667,7,4,7,0.5909646153450012,0.31688380241394043,0.5909646153450012,-3,-0.2740808129310608
