filename,blur_path,sharp_path,blur_shape,sharp_shape,blur_lap_var,sharp_lap_var,blur_ratio,blur_level
000037.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000037.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000037.png,"(720, 1280)","(720, 1280)",18.79520179781972,204.97899516232332,0.09169330634106594,high_blur
000038.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000038.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000038.png,"(720, 1280)","(720, 1280)",22.332867790023187,205.6346918379984,0.10860457245478432,high_blur
000039.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000039.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000039.png,"(720, 1280)","(720, 1280)",32.9781526819288,210.32724594786842,0.15679448723697356,medium_blur
000040.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000040.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000040.png,"(720, 1280)","(720, 1280)",48.918492714181355,211.56338959049182,0.23122380864929964,low_blur
000041.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000041.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000041.png,"(720, 1280)","(720, 1280)",28.787758704249068,206.08437462135137,0.1396891867990734,medium_blur
000042.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000042.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000042.png,"(720, 1280)","(720, 1280)",38.300071894411374,205.93598826090383,0.18598047002852436,medium_blur
000043.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000043.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000043.png,"(720, 1280)","(720, 1280)",33.26321989259602,208.6654113471138,0.15940936102566963,medium_blur
000044.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000044.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000044.png,"(720, 1280)","(720, 1280)",26.182695290723267,188.99675194183982,0.1385351601036781,high_blur
000045.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000045.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000045.png,"(720, 1280)","(720, 1280)",15.03008137248358,202.12247681114286,0.07436125664432472,high_blur
000046.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000046.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000046.png,"(720, 1280)","(720, 1280)",19.714064086612655,203.5150320361055,0.09686785240584347,high_blur
000047.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000047.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000047.png,"(720, 1280)","(720, 1280)",21.141558155483665,189.0259019976534,0.11184476799707414,high_blur
000048.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000048.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000048.png,"(720, 1280)","(720, 1280)",22.745252557767465,203.42525578439498,0.11181135040949114,high_blur
000049.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000049.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000049.png,"(720, 1280)","(720, 1280)",16.622736538691576,173.97338288777672,0.09554758470414272,high_blur
000050.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000050.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000050.png,"(720, 1280)","(720, 1280)",23.276882527102952,208.05937383202445,0.11187615389430446,high_blur
000051.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000051.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000051.png,"(720, 1280)","(720, 1280)",32.38800002389482,217.75703931171626,0.1487345719099555,medium_blur
000052.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000052.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000052.png,"(720, 1280)","(720, 1280)",14.833766273864699,204.02973077611097,0.07270394474722547,high_blur
000053.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000053.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000053.png,"(720, 1280)","(720, 1280)",24.759295749634884,199.80783051237762,0.1239155426736989,high_blur
000054.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000054.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000054.png,"(720, 1280)","(720, 1280)",15.559622583590611,241.1097846770063,0.06453335190767617,high_blur
000055.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000055.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000055.png,"(720, 1280)","(720, 1280)",27.018619697004493,201.0054842169008,0.13441732597954936,high_blur
000056.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000056.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000056.png,"(720, 1280)","(720, 1280)",18.20014922657602,201.3749605745373,0.09037940553158091,high_blur
000057.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000057.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000057.png,"(720, 1280)","(720, 1280)",47.67351764424172,202.0008452040768,0.2360065255851687,low_blur
000058.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000058.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000058.png,"(720, 1280)","(720, 1280)",25.819356519391803,196.99056961483305,0.13106899771174102,high_blur
000059.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000059.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000059.png,"(720, 1280)","(720, 1280)",21.06453407181633,270.3958747246528,0.07790257189569759,high_blur
000060.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000060.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000060.png,"(720, 1280)","(720, 1280)",18.598752103592435,198.979110211389,0.09347087783686946,high_blur
000061.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000061.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000061.png,"(720, 1280)","(720, 1280)",39.95889431041083,213.89038622243908,0.1868194967257045,medium_blur
000062.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000062.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000062.png,"(720, 1280)","(720, 1280)",46.04773546005883,211.51458809708495,0.2177047733310287,low_blur
000063.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000063.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000063.png,"(720, 1280)","(720, 1280)",52.19055322770012,221.8250737798997,0.2352779707722856,low_blur
000064.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000064.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000064.png,"(720, 1280)","(720, 1280)",19.032979423447593,203.63708480540618,0.09346519294705426,high_blur
000065.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000065.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000065.png,"(720, 1280)","(720, 1280)",23.465920826522215,204.87682863154947,0.11453672424604913,high_blur
000066.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000066.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000066.png,"(720, 1280)","(720, 1280)",36.36123931079322,208.70989537070835,0.17421904814080125,medium_blur
000067.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000067.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000067.png,"(720, 1280)","(720, 1280)",52.37935454059062,211.78692705319241,0.2473209997752213,low_blur
000068.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000068.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000068.png,"(720, 1280)","(720, 1280)",54.33710245760694,208.73876937983823,0.2603115013873037,low_blur
000069.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000069.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000069.png,"(720, 1280)","(720, 1280)",35.55704550863077,202.16211008422172,0.17588382655908516,medium_blur
000070.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000070.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000070.png,"(720, 1280)","(720, 1280)",32.01453773799472,206.34998697124996,0.15514678826174935,medium_blur
000071.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000071.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000071.png,"(720, 1280)","(720, 1280)",23.659741670165822,214.04745647816122,0.11053502834533528,high_blur
000072.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000072.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000072.png,"(720, 1280)","(720, 1280)",40.173800212378545,207.83267154891297,0.19329877208930907,medium_blur
000073.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000073.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000073.png,"(720, 1280)","(720, 1280)",83.83718831942409,211.27575393394082,0.39681405345579385,low_blur
000074.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000074.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000074.png,"(720, 1280)","(720, 1280)",37.97106273027585,210.53607949571847,0.1803541835652188,medium_blur
000075.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000075.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000075.png,"(720, 1280)","(720, 1280)",28.28144932614433,201.16468313527872,0.140588541109474,medium_blur
000076.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000076.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000076.png,"(720, 1280)","(720, 1280)",32.884473653717976,210.68521000729658,0.15608344625148707,medium_blur
000077.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000077.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000077.png,"(720, 1280)","(720, 1280)",14.167159221503173,170.9192443678114,0.08288802863056854,high_blur
000078.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000078.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000078.png,"(720, 1280)","(720, 1280)",20.824413595199566,193.3430902060038,0.10770704850085117,high_blur
000079.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000079.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000079.png,"(720, 1280)","(720, 1280)",15.507142051974633,190.21833872965945,0.08152285502397504,high_blur
000080.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000080.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000080.png,"(720, 1280)","(720, 1280)",55.13453983824928,191.45446722759564,0.2879772962927375,low_blur
000081.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000081.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000081.png,"(720, 1280)","(720, 1280)",20.06719853845171,192.32965403738024,0.10433751694633721,high_blur
000082.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000082.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000082.png,"(720, 1280)","(720, 1280)",34.27921409135982,183.23153426890428,0.18708141164818284,medium_blur
000083.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000083.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000083.png,"(720, 1280)","(720, 1280)",13.953472251410538,183.73142677467132,0.0759449403708363,high_blur
000084.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000084.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000084.png,"(720, 1280)","(720, 1280)",12.574563177573829,169.6214399886472,0.07413310002364155,high_blur
000085.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000085.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000085.png,"(720, 1280)","(720, 1280)",11.023795269078386,171.38384629194354,0.06432225385849198,high_blur
000086.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000086.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000086.png,"(720, 1280)","(720, 1280)",11.654538656162918,161.27020614996556,0.07226715295820148,high_blur
000087.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000087.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000087.png,"(720, 1280)","(720, 1280)",16.13799873313904,184.55114009042316,0.08744458974546337,high_blur
000088.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000088.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000088.png,"(720, 1280)","(720, 1280)",28.65519616651065,174.30756618810463,0.16439444822460172,medium_blur
000089.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000089.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000089.png,"(720, 1280)","(720, 1280)",13.862183297464583,175.31530761850144,0.07907001097039956,high_blur
000090.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000090.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000090.png,"(720, 1280)","(720, 1280)",25.72251873958257,176.43040319907104,0.14579413905834152,high_blur
000091.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000091.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000091.png,"(720, 1280)","(720, 1280)",17.622810566276968,156.5249170273098,0.11258789271280262,high_blur
000092.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000092.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000092.png,"(720, 1280)","(720, 1280)",70.1252707600723,175.0282985861024,0.4006510451312464,low_blur
000093.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000093.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000093.png,"(720, 1280)","(720, 1280)",16.504547414822053,197.40445061912533,0.08360777764747594,high_blur
000094.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000094.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000094.png,"(720, 1280)","(720, 1280)",26.876365016000072,172.11941350519618,0.15614952704697194,high_blur
000095.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000095.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000095.png,"(720, 1280)","(720, 1280)",55.14763398480829,173.004965187825,0.3187633020922199,low_blur
000096.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000096.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000096.png,"(720, 1280)","(720, 1280)",88.53541963105255,180.5664715945762,0.4903203725713647,low_blur
000097.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000097.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000097.png,"(720, 1280)","(720, 1280)",39.3275151852031,179.30037609382794,0.21933872108795582,medium_blur
000098.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000098.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000098.png,"(720, 1280)","(720, 1280)",64.20765913466347,177.2158101763301,0.3623133797551899,low_blur
000099.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000099.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000099.png,"(720, 1280)","(720, 1280)",57.57827715013172,241.21939122941637,0.23869671859416897,low_blur
000100.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000100.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000100.png,"(720, 1280)","(720, 1280)",33.30041666609681,178.6180347386572,0.18643367514907197,medium_blur
000101.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000101.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000101.png,"(720, 1280)","(720, 1280)",34.20872828050778,111.33715711292689,0.30725347372340456,medium_blur
000102.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000102.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000102.png,"(720, 1280)","(720, 1280)",45.21327255621545,110.38549243125921,0.4095943366858226,low_blur
000103.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000103.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000103.png,"(720, 1280)","(720, 1280)",41.678311504052,102.96285183364962,0.4047897931900822,medium_blur
000104.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000104.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000104.png,"(720, 1280)","(720, 1280)",22.9962482527733,112.39925123855689,0.20459431888847704,high_blur
000105.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000105.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000105.png,"(720, 1280)","(720, 1280)",34.907001470635265,113.40737723312263,0.3078018583905848,medium_blur
000106.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000106.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000106.png,"(720, 1280)","(720, 1280)",39.71377636626445,110.11042328954159,0.36067227040103284,medium_blur
000107.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000107.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000107.png,"(720, 1280)","(720, 1280)",41.38047554946712,104.3773965891897,0.3964505429117818,medium_blur
000108.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000108.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000108.png,"(720, 1280)","(720, 1280)",28.676057086690285,110.96376319508023,0.25842722217064656,medium_blur
000109.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\blur\images\000109.png,C:\Users\User\comp6001_assignment1\data\raw\gopro\sharp\images\000109.png,"(720, 1280)","(720, 1280)",37.80450762286598,108.71033923203153,0.3477544811878328,medium_blur
